Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2879,PENSIUNEA  CORMORAN,STR PRINCIPALA FN SAT UZLINA,MURGHIOL,TULCEA,PENSIUNE,3
2880,VILE CORMORAN,STR PRINCIPALA FN SAT UZLINA,MURGHIOL,TULCEA,VILA,3
2881,CAMPING CRISTIAN,SAT MURIGHIOL FN COMUNA MURIGHIO,MURIGHIOL,TULCEA,CAMERE DE INCHIRIAT,3
2882,CAMERE DE INCHIRIAT CRISTIAN,STR AGRICULTORILOR NR 45,MURIGHIOL,TULCEA,CAMERE DE INCHIRIAT,3
2883,HOTEL PUFLENE RESORT 2G,STR PORTULUI NR 98,MURIGHIOL,TULCEA,HOTEL,2
2884,PENSIUNE TURISTICA CALIFAR,SAT DUNAVATUL DE JOS,MURIGHIOL,TULCEA,PENSIUNE,2
2885,PENSIUNEA LAGUNA ALBASTRA,STR PORTULUI NR 1,MURIGHIOL,TULCEA,PENSIUNE,4
2886,PRODELTA PENSIUNE,TARLAUA 7 PARCELA I,MURIGHIOL,TULCEA,PENSIUNE,2
2887,VILA TURISTICA A1,STR PORTULUI NR 98,MURIGHIOL,TULCEA,VILA,3
2888,VILA TURISTICA A2,STR PORTULUI NR 98,MURIGHIOL,TULCEA,VILA,3
2889,PENSIUNEA SELECT,STR NICOLAE BALCESCU NR 309,NUFARU,TULCEA,PENSIUNE,3
2890,CASUTE TIP CAMPING DELFINUL,COMPLEX TURISTIC DOLPHIN CAMPING,SFANTU GHEORGHE,TULCEA,CAMPING,2
2891,CAMPING DELFINUL,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,CAMPING,3
2892,VILA DELFINUL 1,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,2
2893,VILA DELFINUL 3,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2894,VILA DELFINUL 4,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2895,VILA DELFINUL 7,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2896,VILA DELFINUL 8,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2897,VILA DELFINUL A,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2898,VILA DELFINUL B,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,2
2899,VILA DELFINUL C,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2900,VILA DELFINUL D,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2901,VILA DELFINUL E,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2902,VILA DELFINUL F,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2903,VILA DELFINUL G,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2904,VILA DELFINUL H,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2905,VILA DELFINUL I,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2906,VILA DELFINUL J,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2907,VILA DELFINUL K,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2908,VILA DELFINUL L,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2909,VILA DELFINUL M,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2910,VILA DELFINUL N,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2911,VILA DELFINULUI O,COMPLEX TURISTIC GREEN VILLAGE,SFANTU GHEORGHE,TULCEA,VILA,3
2913,CASA CORAL,STR  A I A NR 195,SULINA,TULCEA,PENSIUNE,2
2914,PENSIUNEA JEAN BART,STR 1-A NR 190B,SULINA,TULCEA,PENSIUNE,3
2915,PENSIUNEA PERLA,STR A I-A NR 155,SULINA,TULCEA,PENSIUNE,3
2916,PENSIUNEA PLUTO,STR A II A NR 260,SULINA,TULCEA,PENSIUNE,2
2917,PENSIUNE TURISTICA MILA 2,STR I NR 12,SULINA,TULCEA,PENSIUNE,2
2918,PENSIUNEA PASHA SULINA,STR III NR 168,SULINA,TULCEA,PENSIUNE,4
2919,ICAR TOURS,PIATA INDEPENDENTEI NR 1,TULCEA,TULCEA,AGENTIE DE TURISM,0
2920,EMMA HOLIDAYS,P-TA INDEPENDENTEI NR 1,TULCEA,TULCEA,AGENTIE DE TURISM,0
2921,ARCA TRAVEL,STR ISACCEI NR 12,TULCEA,TULCEA,AGENTIE DE TURISM,0
2922,ALTERNATIVE TRAVEL,STR ISACCEI NR 31 BL 18 SC B ET,TULCEA,TULCEA,AGENTIE DE TURISM,0
2923,PARALELA 45 DELTA,STR ISACEI NR 4,TULCEA,TULCEA,AGENTIE DE TURISM,0
2924,PERFECT TOUR SRL,STR PACII NR 13,TULCEA,TULCEA,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2925,TUI TRAVEL,STR PACII NR 20,TULCEA,TULCEA,AGENTIE DE TURISM,0
2926,NAVA FLUVIALA STEAUA DELTEI PD 2168,PD 2168 IN DANA PORTULUI APDM,TULCEA,TULCEA,CAMERE DE INCHIRIAT,2
2927,HOTEL PLUTITOR SERANO,FALEZA A.D.P.M. PORT COMERCIAL,TULCEA,TULCEA,HOTEL,4
2928,HOTEL CITY,STR BABADAG NR 127,TULCEA,TULCEA,HOTEL,3
2929,NAVA FLUVIALA P/D 1986,STR BABADAG NR 163 BL B2 SC C ET,TULCEA,TULCEA,HOTEL,2
2930,HOTEL EUROPOLIS,STR PACII NR 20,TULCEA,TULCEA,HOTEL,3
2931,EGRETA,STR PACII NR 3,TULCEA,TULCEA,HOTEL,2
2932,HOTEL EGRETA,STR PACII NR 3,TULCEA,TULCEA,HOTEL,3
2933,HOTEL SELECT,STR PACII NR 6,TULCEA,TULCEA,HOTEL,3
2934,HOTEL ESPLANADA,STR PORTULUI NR 1,TULCEA,TULCEA,HOTEL,2
2935,MOTEL EDEN,STR ISACCEI NR 34,TULCEA,TULCEA,MOTEL,2
2936,PENSIUNEA PERLA,STR I NR 155,TULCEA,TULCEA,PENSIUNE,3
2937,PENSIUNEA EGRETA ALBA,STR PACII NR 39,TULCEA,TULCEA,PENSIUNE,4
2938,ECOSIGMA,STR LACULUI NR 4,UZLINA,TULCEA,CAMPING,3
2939,HOTEL DM 64,CALEA LUI TRAIAN NR 204,BABENI,VALCEA,HOTEL,3
2940,VILA LILI,STR GRIVITEI NR 9,BAILE GOVORA,VALCEA,VILA,3
2941,FLORMED SRL-VILA LILI,"STR. GRIVITEI,NR.9",BAILE GOVORA,VALCEA,VILA,3
2942,3 BIS OLANESTI,STR HOREA NR 1,BAILE OLANESTI,VALCEA,AGENTIE DE TURISM,0
2943,CASA GIULIA OLANESTI,STR FORESTIERILOR NR 66,BAILE OLANESTI,VALCEA,CAMERE DE INCHIRIAT,2
2944,HOTEL CENTRAL,STR BAILOR NR 9B,BAILE OLANESTI,VALCEA,HOTEL,3
2945,HOTEL PRESIDENT,STR FORESTIERILOR NR 5,BAILE OLANESTI,VALCEA,HOTEL,2
2946,HOTEL TISA,STR LIBERTATII NR 2A,BAILE OLANESTI,VALCEA,HOTEL,2
2947,HOTEL SELECT,STR LIBERTATII NR 36,BAILE OLANESTI,VALCEA,HOTEL,2
2948,HOTEL PARANG,STR LIVADA NR 1,BAILE OLANESTI,VALCEA,HOTEL,3
2949,HOTEL STOGU,STR PARANGULUI NR 1,BAILE OLANESTI,VALCEA,HOTEL,3
2950,HOTEL SUPREM,STR PARANGULUI NR 12,BAILE OLANESTI,VALCEA,HOTEL,3
2951,MODA SARGUINTA SCM-HOTEL PREMIER,"STR. LIVADIA,NR.57",BAILE OLANESTI,VALCEA,HOTEL,3
2952,PENSIUNEA TREI BRAZI,ALEEA MUNCITORILOR NR 5,BAILE OLANESTI,VALCEA,PENSIUNE,3
2953,PENSIUNEA SEVEN,INTRAREA MOSOROSII NR 6,BAILE OLANESTI,VALCEA,PENSIUNE,5
2954,PENSIUNEA CASA VANATORULUI,PUNCT PLESCIOARA,BAILE OLANESTI,VALCEA,PENSIUNE,4
2955,BITU PENSIUNE TURISTICA,STR BAILOR NR 17,BAILE OLANESTI,VALCEA,PENSIUNE,4
2956,PENSIUNEA BELVEDERE,STR BRADULUI NR 10,BAILE OLANESTI,VALCEA,PENSIUNE,4
2957,PENSIUNEA MARIA I,STR FORESTIERILOR NR 12,BAILE OLANESTI,VALCEA,PENSIUNE,3
2958,PENSIUNEA NOEL,STR LIBERTATII NR 46,BAILE OLANESTI,VALCEA,PENSIUNE,3
2959,PENSIUNEA IZVOARE,STR MIHAI EMINESCU NR 7,BAILE OLANESTI,VALCEA,PENSIUNE,3
2960,DIAELA TOUR SRL-PENSIUNEA EUROPA,"STR. MIHAI EMINESCU, NR.6",BAILE OLANESTI,VALCEA,PENSIUNE,3
2961,ANA LACRAMIOARA-PENSIUNE,"STR.M.EMINESCU,NR.4",BAILE OLANESTI,VALCEA,PENSIUNE,3
2962,VILA IULIA,PIATA NOUA NR 6-7,BAILE OLANESTI,VALCEA,VILA,3
2963,VILA ZAMBILA,STR BAILOR NR 14,BAILE OLANESTI,VALCEA,VILA,3
2964,VILA NICOLETA,STR BAILOR NR 27B,BAILE OLANESTI,VALCEA,VILA,3
2965,VILA ANA,STR PIATA OLANESTI FN,BAILE OLANESTI,VALCEA,VILA,3
2966,BELLADONNA-VILA BELLADONNA,"STR.CAROL DAVILA,NR.14",BAILE OLANESTI,VALCEA,VILA,3
2967,PENSIUNEA CALU BALAN,STR PRINCIPALA FN,BARBATESTI,VALCEA,PENSIUNE,3
2968,ERD COM IMPEX-MOTEL CLASS,"STR.UNIRII 13/2,ET.3,AP.14",BREZOI,VALCEA,MOTEL,2
2969,PENSIUNEA TERRA NOVA,STR HELESTEU NR 38,BREZOI,VALCEA,PENSIUNE,2
2970,PENSIUNEA VULTUREASA,STR VULTUREASA NR 97 A,BREZOI,VALCEA,PENSIUNE,3
2971,PENSIUNEA BRADULET,STR VULTUREASA PODUL CU MARACINI,BREZOI,VALCEA,PENSIUNE,3
2972,HOTEL TRAIAN,CALEA LUI TRAIAN NR 559,CACIULATA,VALCEA,HOTEL,2
2973,HOTEL CENTRAL,CALEA LUI TRAIAN NR 403,CALIMANESTI,VALCEA,HOTEL,3
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
2974,HOTEL TEILOR,CALEA LUI TRAIAN NR 417A,CALIMANESTI,VALCEA,HOTEL,3
2975,HOTEL ORIZONT COZIA,CALEA LUI TRAIAN NR 495,CALIMANESTI,VALCEA,HOTEL,3
2976,HOTEL CASA ROMANEASCA,CALEA LUI TRAIAN NR 597,CALIMANESTI,VALCEA,HOTEL,3
2977,COMPLEX BALNEAR COZIA,CALEA LUI TRAIAN NR 790-792-794,CALIMANESTI,VALCEA,HOTEL,3
2978,OLTOUR- HOTEL,CALEA LUI TRAIAN NR.718,CALIMANESTI,VALCEA,HOTEL,3
2979,HOTEL PAUSA,STR NICOLAE BASARAB  SAT PAUSA,CALIMANESTI,VALCEA,HOTEL,3
2980,MOTEL COZIA,CALEA LUI TRAIAN NR 377,CALIMANESTI,VALCEA,MOTEL,2
2981,MOTEL BLUE RIVER,STR CALEA LUI TRAIAN NR 2A,CALIMANESTI,VALCEA,MOTEL,3
2982,PENSIUNEA ALFRID,CALEA LUI TRAIAN FN,CALIMANESTI,VALCEA,PENSIUNE,3
2983,PENSIUNEA SIDONIA,CALEA LUI TRAIAN NR 423,CALIMANESTI,VALCEA,PENSIUNE,2
2984,PENSIUNEA DOMNITEI,CALEA LUI TRAIAN NR 475-479,CALIMANESTI,VALCEA,PENSIUNE,4
2985,PENSIUNEA ALIS,CALEA LUI TRAIAN NR 533,CALIMANESTI,VALCEA,PENSIUNE,3
2986,EWELIN-PENSIUNE,"CALEA LUI TRAIAN,NR.557A",CALIMANESTI,VALCEA,PENSIUNE,3
2987,PENSIUNEA IOANA,STR CALEA LUI TRAIAN NR 746,CALIMANESTI,VALCEA,PENSIUNE,3
2988,VILA LILIACUL,CALEA LUI TRAIAN NR 802A,CALIMANESTI,VALCEA,VILA,3
2989,VILA TRANDAFIRUL,CALEA LUI TRAIAN NR 802A,CALIMANESTI,VALCEA,VILA,3
2990,HIDROCONSTRUCTIA-HOTEL PAUSA,"STR.PRINCIPALA,FN",CALIMANESTI/Sat PAUSA,VALCEA,HOTEL,3
2991,PENSIUNEA CERNA,STR PRINCIPALA NR 67 COM VAIDEEN,CERNA,VALCEA,PENSIUNE,3
2992,MOTEL EVRICA,STR PRINCIPALA FN,COSTESTI,VALCEA,MOTEL,2
2993,PENSIUNEA RALU & ELLO,STR PRINCIPALA SAT PIETRENI,COSTESTI,VALCEA,PENSIUNE,3
2994,EVRICA TRADING& TOUR SRL-PENSIUN,"STR. PRINCIPALA,NR.23",COSTESTI,VALCEA,PENSIUNE,3
2995,MODJES NICOLETA IF-PENSIUNEA NIC,"STR. VARATICI,NR.137",COSTESTI,VALCEA,PENSIUNE,3
2996,OPERATOR TRAVEL,STR PANDURILOR BL H PARTER,DRAGASANI,VALCEA,AGENTIE DE TURISM,0
2997,HOTEL PALACE,STR PARCULUI NR 1,GOVORA,VALCEA,HOTEL,2
2998,HOTEL PARC,STR TUDOR VLADIMIRESCU NR 168,GOVORA,VALCEA,HOTEL,2
2999,HOTEL BELVEDERE,STR TUDOR VLADIMIRESCU NR 234,GOVORA,VALCEA,HOTEL,2
3000,SIVA TRANS SRL-AGENTIE DE TURISM,"STR. T.VLADIMIRESCU,NR.17 B",HOREZU,VALCEA,AGENTIE DE TURISM,0
3001,CABANA TURISTICA LA CRISTIAN,VARFUL LUI ROMAN PUNCT BOLCA 3,HOREZU,VALCEA,CABANA,3
3002,CASA BROSCUTA,STR PARCULUI NR 1,HOREZU,VALCEA,CAMERE DE INCHIRIAT,2
3003,HOTEL HOREZU,STR CAPITAN MALDAR NR 1,HOREZU,VALCEA,HOTEL,2
3004,CONSUMCOOP HOREZU-HOTEL HOREZU,"STR. TUDOR VLADIMIRESCU,NR.53",HOREZU,VALCEA,HOTEL,2
3005,PENSIUNEA MUNTELE ALB,PUNCTUL LUI TIGAN,HOREZU,VALCEA,PENSIUNE,3
3006,PENSIUNEA ALEX SI TEDI,STR 1 DECEMBRIE NR 16,HOREZU,VALCEA,PENSIUNE,3
3007,PENSIUNEA TURISTICA SIVA,STR 1 DECEMBRIE NR 6A,HOREZU,VALCEA,PENSIUNE,2
3008,CRIVEANU PENSIUNE,STR CPT MALDAR NR 5,HOREZU,VALCEA,PENSIUNE,3
3009,PENSIUNEA HOREZU,STR MANASTIRII NR 8,HOREZU,VALCEA,PENSIUNE,2
3010,PENSIUNEA IOANA,STR MIHAIL EMINESCU NR 47,HOREZU,VALCEA,PENSIUNE,3
3011,PENSIUNEA TURISTICA LA CONAC,STR OLARI NR 193,HOREZU,VALCEA,PENSIUNE,4
3012,TACO PENSIUNE,STR ROMANI FN,HOREZU,VALCEA,PENSIUNE,4
3013,CRIVEANU SRL-PENSIUNEA CRIVEANU,"STR. CAPITAN MALDAR,NR.5",HOREZU,VALCEA,PENSIUNE,3
3014,TACO SRL-PENSIUNE,"STR. ROMANI,FN",HOREZU,VALCEA,PENSIUNE,3
3015,CONSUMCOOP HOREZU-PENSIUNEA ROMA,STR. PRINCIPALA,HOREZU/ROMANI DE JOS,VALCEA,PENSIUNE,3
3016,PENSIUNEA ELENA,SAT OVESELU NR 1,MACIUCA,VALCEA,PENSIUNE,4
3017,PENSIUNEA LUMINITA,SAT CIUNGETU,MALAIA,VALCEA,PENSIUNE,2
3019,PENSIUNEA CIOBANELU,STR PRINCIPALA NR 1 SAT CIUNGET,MALAIA,VALCEA,PENSIUNE,3
3020,PENSIUNEA RIVIERA,STR PRINCIPALA SAT CIUNGET,MALAIA,VALCEA,PENSIUNE,3
3021,PENSIUNEA CASA BUCUREASA,STR PUNCT PODURI,MALAIA,VALCEA,PENSIUNE,4
3022,PENSIUNEA URSUL,STR RUDAREASA NR 97,MALAIA,VALCEA,PENSIUNE,4
3023,CONACUL LUI MALDAR,STR PRINCIPALA NR 26,MALDARESTI,VALCEA,PENSIUNE,4
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3024,PENSIUNEA SERGENTUL,STR SALINEI NR 48,OCNELE MARI,VALCEA,PENSIUNE,2
3025,HOSTEL PREMIER,STR LIVADIA NR 57,OLANESTI,VALCEA,HOSTEL,3
3026,PENSIUNEA FENY,STR BRADULUI NR 10,OLANESTI,VALCEA,PENSIUNE,4
3027,PENSIUNEA VILA ALLY,STR PADURII NR 5,OLANESTI,VALCEA,PENSIUNE,4
3028,SAT DE VACANTA VALAHIA - BUNGALOW CASCADA,STR PRINCIPALA FN,PASCOAIA-BREZOI,VALCEA,BUNGALOW,3
3029,SAT DE VACANTA VALAHIA - PARADIS,STR PRINCIPALA FN,PASCOAIA-BREZOI,VALCEA,CAMPING,4
3030,PENSIUNEA VALAHIA,STR PRINCIPALA FN,PASCOAIA-BREZOI,VALCEA,PENSIUNE,4
3031,SAT DE VACANTA VALAHIA - VILA RUSTICA,STR PRINCIPALA FN,PASCOAIA-BREZOI,VALCEA,VILA,3
3032,ANYATRAVEL,B-DUL TINERETULUI NR 10 BL B 5,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3033,ROYAL TOURS & TRAVEL,CALEA LUI TRAIAN NR 129 UNITATEA,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3034,TUI TRAVEL,CALEA LUI TRAIAN NR 135 BL N 2 L,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3035,CHRISTIAN TOUR,CALEA LUI TRAIAN NR 145 BL D 4,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3036,ATLAS ELADA,SCUARUL MIRCEA CEL BATRAN NR 2-6,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3037,FILADELFIA RAMNICU VALCEA,STR GEORGE COSBUC NR 4,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3038,EUROLINES,STR GEORGE COSBUC NR 4 AUTOGARA,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3039,EFECT TRAVEL,STR NICOLAE BALCESCU NR 15 BL 12,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3040,SEYTOUR,STR NICOLAE BALCESCU NR 15 BL 12,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3041,SOFTURISM,STR STIRBEI VODA,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3042,I TRAVEL,STR STIRBEI VODA BL P 2,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3043,PAMTOUR,STR STIRBEI VODA NR 5 BL P2 PART,RAMNICU VALCEA,VALCEA,AGENTIE DE TURISM,0
3044,HOTEL PANORAMIC,STR COL BADESCU NR 20,RAMNICU VALCEA,VALCEA,HOTEL,3
3045,PENSIUNEA RIVIERA,CALEA LUI TRAIAN NR 192,RAMNICU VALCEA,VALCEA,PENSIUNE,3
3046,PENSIUNEA ELISABETA,CALEA LUI TRAIAN NR 237,RAMNICU VALCEA,VALCEA,PENSIUNE,3
3047,PENSIUNEA BEATRICE,STR ARINILOR NR 68,RAMNICU VALCEA,VALCEA,PENSIUNE,3
3048,PENSIUNEA VERA,STR COPACELU NR 111,RAMNICU VALCEA,VALCEA,PENSIUNE,3
3049,PENSIUNEA ANA,STR PETRISOR NR 9,RAMNICU VALCEA,VALCEA,PENSIUNE,2
3050,ATEG PRO-PENSIUNEA GETA,"STR.OSTROVENI,NR.152",RAMNICU VALCEA,VALCEA,PENSIUNE,3
3051,UDROIU-PENSIUNEA ANA,"STR.PETRISOR,NR.9",RAMNICU VALCEA,VALCEA,PENSIUNE,3
3052,ALFA FARM-HOTEL MARIA,"STR. ANTIM IVIREANU,NR.48",RAMNICU-VALCEA,VALCEA,HOTEL,3
3054,PENSIUNEA MOARA VISELOR,STR PRINCIPALA FN SAT VAIDEENI,VEIDEENI,VALCEA,PENSIUNE,3
3055,PENSIUNEA CASA ANA,STR PRINCIPALA NR 384 BIS,VLADESTI,VALCEA,PENSIUNE,3
3056,HOTEL LOTRU,STR MIHAI EMINESCU NR 1,VOINEASA,VALCEA,HOTEL,2
3057,TRANSALPINA LAC,COM VOINEASA,VOINEASA,VALCEA,PENSIUNE,3
3058,PENSIUNEA DENISA,SAT VALEA MACESULUI,VOINEASA,VALCEA,PENSIUNE,4
3059,PENSIUNEA DALIA,STR I GHE DUCA NR 149B,VOINEASA,VALCEA,PENSIUNE,2
3060,PENSIUNEA PASSIFLORA,STR MIHAI EMINESCU NR 4,VOINEASA,VALCEA,PENSIUNE,3
3061,PENSIUNEA CONSTANTINESCU,STR PP NR 23 SAT VALEA MACESULUI,VOINEASA,VALCEA,PENSIUNE,3
3062,PENSIUNEA TURISTICA 2 BRAZI,STR P-PALA NR 8 SAT CAPRA FOII,VOINEASA,VALCEA,PENSIUNE,3
3063,PENSIUNEA LAZAR,STR VALEA MACESULUI NR 25,VOINEASA,VALCEA,PENSIUNE,3
3064,PENSIUNEA VOINESITA,STR VOINESITA FN,VOINEASA,VALCEA,PENSIUNE,3
3065,PENSIUNEA VENERE,STR VOINESITA NR 58D,VOINEASA,VALCEA,PENSIUNE,2
3066,TUDORICA MARIETA PF-PENSIUNEA VO,"STR. PRINCIPALA,FN",VOINEASA,VALCEA,PENSIUNE,3
3067,ZICOR PREST SRL-PENSIUNEA BELLA,"STR. VOINESITA,NR. 58 D",VOINEASA,VALCEA,PENSIUNE,3
3068,VILA VIDRA NR 1,SAT VIDRA,VOINEASA,VALCEA,VILA,3
3069,VIDRA NR 1 VILA,STR PRINCIPALA FN,VOINEASA,VALCEA,VILA,2
3070,HIDROCONSTRUCTIA-PENSIUNEA 2 BRA,"STR.PRINCIPALA,FN",VOINEASA/Sat. CAPRA FOII,VALCEA,PENSIUNE,3
3071,RAMO TURISM BARLAD,B-DUL REPUBLICII NR 200 BL D 1-8,BARLAD,VASLUI,AGENTIE DE TURISM,0
3072,ZEMER TRAVEL,STR 1 DECEMBRIE NR 1,BARLAD,VASLUI,AGENTIE DE TURISM,0
3073,GECCO TRAVEL,STR REPUBLICII NR 190 BL 3 SC D,BARLAD,VASLUI,AGENTIE DE TURISM,0
Nr crt,DENUMIRE UNITATE,ADRESA,LOCALITATE,JUDET,TIP UNITATE,STELE
3074,BTT G&P,STR REPUBLICII NR 190 BL N2,BARLAD,VASLUI,AGENTIE DE TURISM,0
3075,PENSIUNEA POPAS STANA COSTESTI,STR PRINCIPALA FN,COSTESTI,VASLUI,PENSIUNE,3
3076,TERRA TOURS,BD UNIRII NR 24,VASLUI,VASLUI,AGENTIE DE TURISM,0
3077,TERRA TOURS,STR REPUBLICII NR 195,VASLUI,VASLUI,AGENTIE DE TURISM,0
3078,EUROLINES,STR STEFAN CEL MARE BL 312 SC A,VASLUI,VASLUI,AGENTIE DE TURISM,0
3079,TEDTRAVEL,STR STEFAN CEL MARE BL 88 PARTER,VASLUI,VASLUI,AGENTIE DE TURISM,0
3080,NESTVAS TURISM,STR STEFAN CEL MARE BL 94(B2) PA,VASLUI,VASLUI,AGENTIE DE TURISM,0
3081,ROERO TRAVEL,STR STEFAN CEL MARE NR 1 BL 94,VASLUI,VASLUI,AGENTIE DE TURISM,0
3082,TRAVEL TOURISM,STR STEFAN CEL MARE STAND NR 15,VASLUI,VASLUI,AGENTIE DE TURISM,0
3083,SEJUR MAGIC,STR REPUBLICII NR 22 BL 60 SC 1,ADJUD,VRANCEA,AGENTIE DE TURISM,0
3084,PENSIUNEA PARADIS VRANCEAN,STR PRINCIPALA FN SAT COTESTI,COTESTI,VRANCEA,PENSIUNE,3
3085,SANTOUR AGENTIE DE TURISM,B-DUL INDEPENDENTEI NR 4-6 BL 4-,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3086,ALEX TOURS,B-DUL UNIRII NR 24 AP 45,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3087,CHRISTIAN TOUR,B-DUL UNIRII NR 48,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3088,VRANCEATOUR,STR BRAILEI NR 9,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3089,MARIOTUR AGENTIE DE TURISM,STR BUCEGI NR 8 BL 8 ET P AP 21,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3090,EUROLINES,STR CUZA VODA NR 10,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3091,TUR-SORENA,STR GEORGE COSBUC NR 2 PARTER AP,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3092,DEAL TRAVEL,STR REPUBLICII NR 33,FOCSANI,VRANCEA,AGENTIE DE TURISM,0
3093,PENSIUNEA DANA,STR COTESTI NR 15,FOCSANI,VRANCEA,PENSIUNE,3
3094,PENSIUNEA DANA 2,STR COTESTI NR 15,FOCSANI,VRANCEA,PENSIUNE,3
3095,VILA BRADUL,SAT LEPSA COMUNA TULNICI,LEPSA,VRANCEA,AGENTIE DE TURISM,0
3096,HOTEL TRESOR,STR PRINCIPALA FN,LEPSA,VRANCEA,HOTEL,2
3097,PENSIUNEA DAMATIS,DN 2D,LEPSA,VRANCEA,PENSIUNE,3
3098,PENSIUNEA GRANDE,DN2D,LEPSA,VRANCEA,PENSIUNE,2
3099,PENSIUNE SPORUL,STR PRINCIPALA FN,LEPSA,VRANCEA,PENSIUNE,2
3100,VIDALMA TOUR SRL,STR PRINCIPALA FN,LEPSA,VRANCEA,PENSIUNE,3
3101,PENSIUNEA STREIU,STR PUNCT STREIU FN,LEPSA,VRANCEA,PENSIUNE,3
3102,PENSIUNEA DANA 3,STR PRINCIPALA FN SAT LEPSA,TULNIC,VRANCEA,PENSIUNE,3
3103,MOTEL FLORA A,STR PRINCIPALA FN,TULNICI,VRANCEA,MOTEL,2
3104,PENSIUNE FLORA B,STR PRINCIPALA FN,TULNICI,VRANCEA,PENSIUNE,2
3105,EXPRESS,STR. INTRAREA GARII,Predeal,Brasov,HOTEL,3 STELE
3106,BRD - CPP,"STR. MIHAIL SAULESCU, NR. 119",Predeal,Brasov,HOTEL,3 STELE
3107,CFR,"STR. VASILE ALECSANDRI, NR. 13",Slanic-Moldova,Bacau,VILA,2 STELE
3108,MURES,"STR. LIBERTATII, NR. 6",Toplita,Harghita,HOTEL,3 STELE
3109,ANGEL,"STR. MANASTIRII,NR. 14",Predeal,Brasov,PENSIUNE TURISTICA,3 STELE
3110,PERLA,"STR. LIVIU REBREANU, NR. 26",Satu Mare,Satu Mare,HOTEL,2 STELE
3111,CRIS,"STR INFRATIRII, FN",Chisineu Cris,Arad,HOTEL,3 STELE
3112,ART MOTEL,"BD. TUDOR VLADIMIRESCU, NR. 2, BL. 15",Hateg,Hunedoara,PENSIUNE TURISTICA,3 STELE
3113,LEONIDA,"STR. SOIMULUI, NR. 11",Busteni,Prahova,VILA,4 STELE
